0.000000000000000000e+00,0.000000000000000000e+00,6.497151288701327188e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
7.341199939726515966e-01,5.769725310410338537e-01,6.497151288701327188e-01,3.999938186575747734e-01,2.231353308259402368e+00,7.067050081179574450e-01,7.976767863236842171e-01,8.727229256568990179e-01,7.097429851380341326e-01,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,5.769725310410338537e-01,6.497151288701327188e-01,7.999876373151495468e-01,7.437844360864674931e-01,0.000000000000000000e+00,7.976767863236842171e-01,8.727229256568990179e-01,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,5.769725310410338537e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.393030358971052429e+00,0.000000000000000000e+00,7.097429851380341326e-01,4.821468864961281908e-01
2.202359981917954901e+00,1.153945062082067707e+00,3.898290773220796090e+00,1.599975274630299094e+00,7.437844360864675153e+00,7.067050081179574450e-01,0.000000000000000000e+00,1.309084388485348471e+00,3.548714925690170663e+00,5.785762637953538068e+00
0.000000000000000000e+00,5.769725310410338537e+00,3.248575644350663705e+00,2.399962911945448418e+00,3.718922180432337576e+00,4.946935056825702226e+00,2.393030358971052429e+00,3.054530239799146507e+00,0.000000000000000000e+00,4.821468864961281908e-01
3.670599969863257983e-01,5.769725310410338537e-01,2.598860515480530875e+00,7.999876373151495468e-01,7.437844360864674931e-01,2.120115024353872446e+00,0.000000000000000000e+00,4.363614628284495089e-01,0.000000000000000000e+00,0.000000000000000000e+00
1.468239987945303193e+00,0.000000000000000000e+00,2.598860515480530875e+00,3.999938186575747734e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
3.670599969863257983e-01,5.769725310410338537e-01,4.548005902090928920e+00,7.999876373151495468e-01,7.437844360864674931e-01,7.067050081179574450e-01,7.976767863236842171e-01,4.363614628284495089e-01,7.097429851380341326e-01,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.202359981917954901e+00,5.769725310410338537e-01,6.497151288701327188e-01,3.999938186575747734e-01,2.231353308259402368e+00,7.067050081179574450e-01,0.000000000000000000e+00,4.363614628284495089e-01,7.097429851380341326e-01,4.821468864961281908e-01
0.000000000000000000e+00,2.307890124164135415e+00,0.000000000000000000e+00,3.999938186575747734e-01,7.437844360864674931e-01,0.000000000000000000e+00,7.976767863236842171e-01,0.000000000000000000e+00,0.000000000000000000e+00,4.821468864961281908e-01
0.000000000000000000e+00,5.769725310410338537e-01,1.299430257740265438e+00,3.999938186575747734e-01,0.000000000000000000e+00,7.067050081179574450e-01,7.976767863236842171e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
